Conversations,LastIteration,TrainingString,Type
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Mr Ishaque   Welcome to Ken Harvey's Dublin Honda Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - Oil change.
   👩🏻‍💻: -    Please say your vehicle year, make and model   
👱‍♀️: - Honda Odyssey.
   👩🏻‍💻: - Please say your vehicle's year 
👱‍♀️: - 2015.
   👩🏻‍💻: -  Would you like drop off your vehicle or wait at the dealership? 
👱‍♀️: - Know.
   👩🏻‍💻: - Our first availability isTomorrow at 9:15 AM, 10:15 AM and 11:15 AM   Please select a time, say next, or say a date ","
👱‍♀️: - 915.
   👩🏻‍💻: -    Great. You are booked. Your confirmation is on the way. Our team looks forward to seeing you soon. Good bye.   ",Oil change. ‍,Booking
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Mr Matute   Welcome to Ken Harvey's Dublin Honda Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - Customer service, customer service.
   👩🏻‍💻: - Please say your message and we will try to assist you.","
👱‍♀️: - You should when an account.
   👩🏻‍💻: -    Great. I have notified our agents, and they will follow up with you shortly. Good bye.   ","Customer service, customer service. ‍",Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Ms Henningsen   Welcome to Ken Harvey's Dublin Honda Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - Need service on Honda clarity.
   👩🏻‍💻: -    Thank you    would you like to book an appointment for your    2018 CLARITYPLUGINHYBRID ?   
👱‍♀️: - Yes.
   👩🏻‍💻: -    Now, please tell me what services you would like?   
👱‍♀️: - Basic service.
   👩🏻‍💻: - Would you like drop off your vehicle or wait at the dealership?","
👱‍♀️: - Wait at the dealership.
   👩🏻‍💻: - Our first availability isMonday September 19th at 9:30 AM, 10:00 AM and 10:30 AM   Please select a time, say next, or say a date ",Need service on Honda clarity. ‍,Booking
,"
👱‍♀️: - WELCOME
   👩🏻‍💻: -   Hello Ms Nallamilli   Welcome to Ken Harvey's Dublin Honda Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? ",Other,Other
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Ms Nallamilli   Welcome to Ken Harvey's Dublin Honda Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - Sacramento divorce.
   👩🏻‍💻: - No matched intent
👱‍♀️: - Starbucks.
   👩🏻‍💻: - No matched intent
👱‍♀️: - Other.
   👩🏻‍💻: - Please say your message and we will try to assist you.","
👱‍♀️: - Connect me to Waze.
   👩🏻‍💻: -    Great. I have notified our agents, and they will follow up with you shortly. Good bye.   ",Sacramento divorce. ‍,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Mr Yalamanchili   Welcome to Ken Harvey's Dublin Honda Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - Towed.
   👩🏻‍💻: -    Please say your vehicle year, make and model   
👱‍♀️: - Help.
   👩🏻‍💻: - Please say your message and we will try to assist you.","
👱‍♀️: - Tailpipe.
   👩🏻‍💻: -    Great. I have notified our agents, and they will follow up with you shortly. Good bye.   ",Towed. ‍,Booking
,"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Mr Yalamanchili   Welcome to Ken Harvey's Dublin Honda Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? ",Other,Other
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Mr Mcquillan   Welcome to Ken Harvey's Dublin Honda Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - I need to change an appointment.
   👩🏻‍💻: - I did not find any appointment under this phone number.. Please say operator or other.
👱‍♀️: - Operator.
   👩🏻‍💻: - Please say your message and we will try to assist you.
👱‍♀️: - 
   👩🏻‍💻: - No matched intent","
👱‍♀️: - I need to change an appointment.
   👩🏻‍💻: -    Great. I have notified our agents, and they will follow up with you shortly. Good bye.   ",I need to change an appointment. ‍,Reschedule
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Mr Ferrer   Welcome to Ken Harvey's Dublin Honda Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - Oil change.
   👩🏻‍💻: -    Please say your vehicle year, make and model   
👱‍♀️: - 2017, Honda Civic.
   👩🏻‍💻: -  Would you like drop off your vehicle or wait at the dealership? 
👱‍♀️: - Know.
   👩🏻‍💻: - Our first availability isToday at 11:15 AM and 12:30 PM   Please select a time, say next, or say a date of your choice
👱‍♀️: - Text.
   👩🏻‍💻: - We have availabilityTomorrow at 9:00 AM, 10:00 AM and 11:00 AMPlease select a time, say next, or say a date","
👱‍♀️: - 9 a.m.
   👩🏻‍💻: -    Great. You are booked. Your confirmation is on the way. Our team looks forward to seeing you soon. Good bye.   ",Oil change. ‍,Booking
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -  Welcome to Ken Harvey's Dublin Honda Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - 
   👩🏻‍💻: - No matched intent
👱‍♀️: - 
   👩🏻‍💻: - No matched intent
👱‍♀️: - 
   👩🏻‍💻: - No matched intent
👱‍♀️: - 
   👩🏻‍💻: - No matched intent
👱‍♀️: - 
   👩🏻‍💻: - No matched intent
👱‍♀️: - 
   👩🏻‍💻: - No matched intent
👱‍♀️: - 
   👩🏻‍💻: - No matched intent","
👱‍♀️: - 
   👩🏻‍💻: - No matched intent",No matched intent ‍️,Other
"
👱‍♀️: - WELCOME
   👩🏻‍💻: -  Welcome to Ken Harvey's Dublin Honda Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - Need to talk to someone in service.
   👩🏻‍💻: - Please say your message and we will try to assist you.
👱‍♀️: - I need to know how much cost to change the transmission oil.
   👩🏻‍💻: - Great. Please say your first name then spell it
👱‍♀️: - Luis l u. I s
   👩🏻‍💻: - Please say your last name then spell ","
👱‍♀️: - Hernandez.
   👩🏻‍💻: -    Great. I have notified our agents, and they will follow up with you shortly. Good bye.   ",Need to talk to someone in service. ‍,Operator
"
👱‍♀️: - WELCOME
   👩🏻‍💻: -   Hello Ms Valleb   Welcome to Sansone Jr's 66 Kia Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? ","
👱‍♀️: - Representative.
   👩🏻‍💻: - Transferring call to an attendant", Representative. ‍,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Mr Kaja   Welcome to Sansone Jr's 66 Kia Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - 
   👩🏻‍💻: - No matched intent
👱‍♀️: - Shaking.
   👩🏻‍💻: -    Please say your vehicle year, make and model   
👱‍♀️: - Kia.
   👩🏻‍💻: - No matched intent","
👱‍♀️: - Customer service.
   👩🏻‍💻: - Transferring call to an attendant",No matched intent ‍️,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Ms Valleb   Welcome to Sansone Jr's 66 Kia Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? ","
👱‍♀️: - Speak to a representative.
   👩🏻‍💻: - Transferring call to an attendant", Speak to a representative. ‍,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -  Welcome to Sansone Jr's 66 Kia Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - Technical Representatives, please.
   👩🏻‍💻: -    Please say your vehicle year, make and model   ","
👱‍♀️: - Operator.
   👩🏻‍💻: - Transferring call to an attendant","Technical Representatives, please. ‍",Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Mr Ferro   Welcome to Sansone Jr's 66 Kia Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - What is this autumn?
   👩🏻‍💻: - No matched intent
👱‍♀️: - Make appointment.
   👩🏻‍💻: -   Please say your vehicle year, make and model  
👱‍♀️: - 2022. Kia Stinger.
   👩🏻‍💻: -    Now, please tell me what services you would like?   
👱‍♀️: - Check. Engine light is on.
   👩🏻‍💻: - Would you like to drop off your vehicle, wait at the dealership, or would you need a ride?","
👱‍♀️: - Drop off.
   👩🏻‍💻: - Our first availability isWednesday September 14th at 1:00 PM and 2:45 PM   Please select a time, say next, or say a date ",What is this autumn? ‍,Booking
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Ms Slade   Welcome to Sansone Jr's 66 Kia Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - I need to bring my car in for service.
   👩🏻‍💻: - No matched intent
👱‍♀️: - Make appointment.
   👩🏻‍💻: -    Thank you    would you like to book an appointment for your    2016 OPTIMA ?   
👱‍♀️: - Yes.
   👩🏻‍💻: -    Now, please tell me what services you would like?   
👱‍♀️: - Diagnostics.
   👩🏻‍💻: - Would you like to drop off your vehicle, wait at the dealership, or would you need a ride?
👱‍♀️: - Wait.
   👩🏻‍💻: - Our first availability isThursday September 15th at 1:15 PM   Please select a time, say next, or say a date 
👱‍♀️: - September 7th.
   👩🏻‍💻: - We do not have any availability on that day We have availabilityThursday September 15th at 1:15 PMPlease select a time, say next, or say a date
👱‍♀️: - Next.
   👩🏻‍💻: - We have availabilityFriday September 16th at 9:45 AM and 11:15 AMPlease select a time, say next, or say a date","
👱‍♀️: - 945.
   👩🏻‍💻: -    Great. You are booked. Your confirmation is on the way. Our team looks forward to seeing you soon. Good bye.   ",I need to bring my car in for service. ‍,Booking
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Ms Shaheen   Welcome to Sansone Jr's 66 Kia Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - Can I make appointment for today?
   👩🏻‍💻: -   Please say your vehicle year, make and model  
👱‍♀️: - 2020. Kia, Sorento.
   👩🏻‍💻: -    Now, please tell me what services you would like?   
👱‍♀️: - Oil change.
   👩🏻‍💻: - Would you like to drop off your vehicle, wait at the dealership, or would you need a ride?
👱‍♀️: - Need a ride.
   👩🏻‍💻: - Our first availability isSaturday September 17th at 8:00 AM, 9:00 AM and 10:00 AM   Please select a time, say next, or say a date ","
👱‍♀️: - Customer service person.
   👩🏻‍💻: - Transferring call to an attendant",Can I make appointment for today? ‍,Booking
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -  Welcome to Sansone Jr's 66 Kia Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? ","
👱‍♀️: - Speak with an assistant.
   👩🏻‍💻: - Transferring call to an attendant", Speak with an assistant. ‍,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Mr Kraus   Welcome to Sansone Jr's 66 Kia Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - I'd like to make an appointment for service.
   👩🏻‍💻: -   Please say your vehicle year, make and model  
👱‍♀️: - Kia teluride 2022.
   👩🏻‍💻: -    Now, please tell me what services you would like?   
👱‍♀️: - Filter.
   👩🏻‍💻: - Would you like to drop off your vehicle, wait at the dealership, or would you need a ride?
👱‍♀️: - I'll wait at the dealership.
   👩🏻‍💻: - Our first availability isTuesday September 13th at 11:00 AM, 1:30 PM and 2:30 PM   Please select a time, say next, or say a date 
👱‍♀️: - September 19th.
   👩🏻‍💻: - We have availabilityMonday September 19th at 8:15 AM, 9:30 AM and 10:30 AMPlease select a time, say next, or say a date","
👱‍♀️: - 1030.
   👩🏻‍💻: -    Great. You are booked. Your confirmation is on the way. Our team looks forward to seeing you soon. Good bye.   ",I'd like to make an appointment for service. ‍,Booking
"
👱‍♀️: - WELCOME
   👩🏻‍💻: -   Hello Mr Reno   Welcome to Sansone Jr's 66 Kia Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - I'd like to book an appointment.
   👩🏻‍💻: -    Thank you    would you like to book an appointment for your    2020 SOUL ?   
👱‍♀️: - Yes.
   👩🏻‍💻: -    Now, please tell me what services you would like?   
👱‍♀️: - Just general maintenance.
   👩🏻‍💻: - Would you like to drop off your vehicle, wait at the dealership, or would you need a ride?
👱‍♀️: - Know, I'll drop it off.
   👩🏻‍💻: - Our first availability isMonday September 12th at 11:30 AM and 1:30 PM   Please select a time, say next, or say a date 
👱‍♀️: - September 6th.
   👩🏻‍💻: - We do not have any availability on that day We have availabilityMonday September 12th at 11:30 AM and 1:30 PMPlease select a time, say next, or say a date","
👱‍♀️: - 1130.
   👩🏻‍💻: -    Great. You are booked. Your confirmation is on the way. Our team looks forward to seeing you soon. Good bye.   ",I'd like to book an appointment. ‍,Booking
"
👱‍♀️: - WELCOME
   👩🏻‍💻: -   Hello Mr Rosati   Welcome to Sansone Jr's 66 Kia Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? ","
👱‍♀️: - I need to speak to a human being. Thank you.
   👩🏻‍💻: - Transferring call to an attendant", I need to speak to a human being. Thank you. ‍,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Mr Richard jr   Welcome to Sansone Jr's 66 Kia Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? ","
👱‍♀️: - Speak to representative.
   👩🏻‍💻: - Transferring call to an attendant", Speak to representative. ‍,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Mr Paniscotti   Welcome to Sansone Jr's 66 Kia Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? ","
👱‍♀️: - Customer service.
   👩🏻‍💻: - Transferring call to an attendant", Customer service. ‍,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Ms Health   Welcome to Sansone Jr's 66 Kia Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - Make appointment.
   👩🏻‍💻: -   Please say your vehicle year, make and model  
👱‍♀️: - 2022.
   👩🏻‍💻: - Please say your vehicle's model, for example, Sportage 
👱‍♀️: - Sportage.
   👩🏻‍💻: -    Now, please tell me what services you would like?   
👱‍♀️: - Oil change.
   👩🏻‍💻: - Would you like to drop off your vehicle, wait at the dealership, or would you need a ride?
👱‍♀️: - Wait.
   👩🏻‍💻: - Our first availability isMonday September 12th at 11:30 AM and 1:30 PM   Please select a time, say next, or say a date ","
👱‍♀️: - Snack.
   👩🏻‍💻: - We have availabilityTuesday September 13th at 11:00 AM, 1:30 PM and 2:30 PMPlease select a time, say next, or say a date",Make appointment. ‍,Booking
"
👱‍♀️: - WELCOME
   👩🏻‍💻: -   Hello Ms Brown   Welcome to Sansone Jr's 66 Kia Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - Book appointment.
   👩🏻‍💻: -   Please say your vehicle year, make and model  
👱‍♀️: - 2022. Kia, Sportage.
   👩🏻‍💻: -    Now, please tell me what services you would like?   
👱‍♀️: - Oil change.
   👩🏻‍💻: - Would you like to drop off your vehicle, wait at the dealership, or would you need a ride?","
👱‍♀️: - Drop off.
   👩🏻‍💻: - Our first availability isMonday September 12th at 11:30 AM and 1:30 PM   Please select a time, say next, or say a date ",Book appointment. ‍,Booking
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Ms Nugent   Welcome to Sansone Jr's 66 Kia Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? ","
👱‍♀️: - Representative.
   👩🏻‍💻: - Transferring call to an attendant", Representative. ‍,Operator
"
👱‍♀️: - WELCOME
   👩🏻‍💻: -   Hello Mr Lugones   Welcome to Sansone Jr's 66 Kia Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - Schedule appointment.
   👩🏻‍💻: -    Thank you    would you like to book an appointment for your    2022 FORTE ?   
👱‍♀️: - Yes.
   👩🏻‍💻: -    Now, please tell me what services you would like?   
👱‍♀️: - Bye-bye.
   👩🏻‍💻: - No matched intent
👱‍♀️: - Oil change.
   👩🏻‍💻: - Would you like to drop off your vehicle, wait at the dealership, or would you need a ride?
👱‍♀️: - Drop off.
   👩🏻‍💻: - Our first availability isMonday September 12th at 11:30 AM and 1:30 PM   Please select a time, say next, or say a date 
👱‍♀️: - Next.
   👩🏻‍💻: - We have availabilityTuesday September 13th at 9:00 AM, 11:00 AM and 1:30 PMPlease select a time, say next, or say a date
👱‍♀️: - To like a Time.
   👩🏻‍💻: - No matched intent
👱‍♀️: - Go back.
   👩🏻‍💻: - No matched intent
👱‍♀️: - Go back.
   👩🏻‍💻: - No matched intent","
👱‍♀️: - September 13th, 9 a.m.
   👩🏻‍💻: -    Great. You are booked. Your confirmation is on the way. Our team looks forward to seeing you soon. Good bye.   ",Schedule appointment. ‍,Booking
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Mr Richard jr   Welcome to Sansone Jr's 66 Kia Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? ","
👱‍♀️: - Representative.
   👩🏻‍💻: - Transferring call to an attendant", Representative. ‍,Operator
"
👱‍♀️: - WELCOME
   👩🏻‍💻: -  Welcome to Sansone Jr's 66 Kia Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? ","
👱‍♀️: - Customer service, please.
   👩🏻‍💻: - Transferring call to an attendant"," Customer service, please. ‍",Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Mr Catapano   Welcome to Sansone Jr's 66 Kia Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - I'd like to see if book it service appointment.
   👩🏻‍💻: -    Thank you    would you like to book an appointment for your    2021 SPORTAGE ?   
👱‍♀️: - Yes.
   👩🏻‍💻: -    Now, please tell me what services you would like?   
👱‍♀️: - Oil, change and tire rotation.
   👩🏻‍💻: - Would you like to drop off your vehicle, wait at the dealership, or would you need a ride?
👱‍♀️: - I will be there to drop it off and be there.
   👩🏻‍💻: - Our first availability isMonday September 12th at 11:30 AM, 1:30 PM and 3:30 PM   Please select a time, say next, or say a date 
👱‍♀️: - Could I have a representative please?
   👩🏻‍💻: - No matched intent","
👱‍♀️: - 3:30 September 12th.
   👩🏻‍💻: -    Great. You are booked. Your confirmation is on the way. Our team looks forward to seeing you soon. Good bye.   ",I'd like to see if book it service appointment. ‍,Booking
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Mr Donlon   Welcome to Sansone Jr's 66 Nissan Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - Booking appointment for an oil change.
   👩🏻‍💻: -    Please say your vehicle year, make and model   
👱‍♀️: - 2022, Nissan Altima.
   👩🏻‍💻: -  Would you like to drop off your vehicle, wait at the dealership, or would you need a ride? 
👱‍♀️: - Tire rotation.
   👩🏻‍💻: - No matched intent
👱‍♀️: - 2022, Nissan Altima.
   👩🏻‍💻: -    Now, please tell me what services you would like?   
👱‍♀️: - Oil, change and tire rotation.
   👩🏻‍💻: - Would you like to drop off your vehicle, wait at the dealership, or would you need a ride?
👱‍♀️: - Drop it off.
   👩🏻‍💻: - Our first availability isFriday September 9th at 1:00 PM   Please select a time, say next, or say a date 
👱‍♀️: - September 16th.
   👩🏻‍💻: - We have availabilityFriday September 16th at 9:00 AM, 10:00 AM and 11:00 AMPlease select a time, say next, or say a date","
👱‍♀️: - 9 a.m.
   👩🏻‍💻: -    Great. You are booked. Your confirmation is on the way. Our team looks forward to seeing you soon. Good bye.   ",Booking appointment for an oil change. ‍,Booking
"
👱‍♀️: - WELCOME
   👩🏻‍💻: -   Hello Mr Cesco-cancian   Welcome to Sansone Jr's 66 Nissan Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - Can I speak to someone?
   👩🏻‍💻: - No matched intent
👱‍♀️: - 
   👩🏻‍💻: - No matched intent","
👱‍♀️: - Other.
   👩🏻‍💻: -   My apologies, I am unable to handle your request. Please allow me to transfer you to an agent  ",Can I speak to someone? ‍,Operator
"
👱‍♀️: - WELCOME
   👩🏻‍💻: -   Hello Ms Katz   Welcome to Sansone Jr's 66 Nissan Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - Book, an appointment.
   👩🏻‍💻: -    Thank you    would you like to book an appointment for your    2013 ALTIMA ?   
👱‍♀️: - Yes.
   👩🏻‍💻: -    Now, please tell me what services you would like?   
👱‍♀️: - They're checking the headlight and more.
   👩🏻‍💻: - Would you like to drop off your vehicle, wait at the dealership, or would you need a ride?
👱‍♀️: - Drop off. And that need a ride back.
   👩🏻‍💻: - Our first availability isWednesday September 7th at 9:30 AM and 10:30 AM   Please select a time, say next, or say a date ","
👱‍♀️: - September 7th at 9:30 a.m.
   👩🏻‍💻: -    Great. You are booked. Your confirmation is on the way. Our team looks forward to seeing you soon. Good bye.   ","Book, an appointment. ‍",Booking
,"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Ms Nguyen   Welcome to Sansone Jr's 66 Nissan Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? ",Other,Other
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Ms Inzerillo   Welcome to Sansone Jr's 66 Nissan Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? ","
👱‍♀️: - Representative.
   👩🏻‍💻: - Transferring call to an attendant", Representative. ‍,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Ms Rode   Welcome to Sansone Jr's 66 Nissan Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? ","
👱‍♀️: - Speak to a representative.
   👩🏻‍💻: - Transferring call to an attendant", Speak to a representative. ‍,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -  Welcome to Sansone Jr's 66 Nissan Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - Hello.
   👩🏻‍💻: - No matched intent","
👱‍♀️: - Other.
   👩🏻‍💻: -   My apologies, I am unable to handle your request. Please allow me to transfer you to an agent  ",Hello. ‍,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Ms Savare   Welcome to Sansone Jr's 66 Nissan Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? ","
👱‍♀️: - Operator.
   👩🏻‍💻: - Transferring call to an attendant", Operator. ‍,Operator
"
👱‍♀️: - WELCOME
   👩🏻‍💻: -  Welcome to Sansone Jr's 66 Nissan Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - Schedule service for a customer.
   👩🏻‍💻: -    Please say your vehicle year, make and model   
👱‍♀️: - It's a 2012, Honda Civic.
   👩🏻‍💻: - Thank you. Our automated service only handles Nissan models. Please say another year make and model, or say operator to get assistance for your $unhandledBrand.","
👱‍♀️: - Operator.
   👩🏻‍💻: - Transferring call to an attendant",Schedule service for a customer. ‍,Booking
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Mr Catapano   Welcome to Sansone Jr's 66 Nissan Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - I'd like to make an appointment.
   👩🏻‍💻: -    Thank you    would you like to book an appointment for your    2019 ROGUE ?   
👱‍♀️: - Yes.
   👩🏻‍💻: -    Now, please tell me what services you would like?   
👱‍♀️: - Oil, change and tire rotation.
   👩🏻‍💻: - Would you like to drop off your vehicle, wait at the dealership, or would you need a ride?
👱‍♀️: - Wait at the dealership.
   👩🏻‍💻: - Our first availability isMonday September 12th at 11:30 AM and 1:30 PM   Please select a time, say next, or say a date 
👱‍♀️: - Next.
   👩🏻‍💻: - We have availabilityTuesday September 13th at 9:00 AM, 11:00 AM and 1:30 PMPlease select a time, say next, or say a date
👱‍♀️: - 
   👩🏻‍💻: - No matched intent
👱‍♀️: - Next.
   👩🏻‍💻: - We have availabilityWednesday September 14th at 10:30 AM, 11:30 AM and 1:00 PMPlease select a time, say next, or say a date
👱‍♀️: - Next.
   👩🏻‍💻: - We have availabilityWednesday September 14th at 2:00 PM and 3:00 PMPlease select a time, say next, or say a date","
👱‍♀️: - three p.m.
   👩🏻‍💻: -    Great. You are booked. Your confirmation is on the way. Our team looks forward to seeing you soon. Good bye.   ",I'd like to make an appointment. ‍,Booking
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -   Hello Mr Romer jr   Welcome to Sansone Jr's 66 Nissan Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you needHow can I assist you today? 
👱‍♀️: - Yes.
   👩🏻‍💻: -    Thank you    would you like to book an appointment for your    2022 FRONTIER ?   
👱‍♀️: - I have to cancel today's appointment.
   👩🏻‍💻: - No matched intent
👱‍♀️: - 2022, Nissan Frontier.
   👩🏻‍💻: -    Now, please tell me what services you would like?   
👱‍♀️: - I need to cancel today's appointment.
   👩🏻‍💻: - No matched intent
👱‍♀️: - Cancel service.
   👩🏻‍💻: -  Would you like to drop off your vehicle, wait at the dealership, or would you need a ride? ","
👱‍♀️: - You know.
   👩🏻‍💻: - Our first availability isTuesday September 6th at 11:00 AM, 12:00 PM and 1:00 PM   Please select a time, say next, or say a date ",Yes. ‍,Cancel
,"
👱‍♀️: - WELCOME
   👩🏻‍💻: -  Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? ",Other,Other
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -  Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? 
👱‍♀️: - Representative.
   👩🏻‍💻: - Please say your message and we will try to assist you.
👱‍♀️: - Agent.
   👩🏻‍💻: - Please say your message and we will try to assist you.","
👱‍♀️: - I would like to speak to a representative.
   👩🏻‍💻: - Transferring call to an attendant",Representative. ‍,Operator
"
👱‍♀️: - TELEPHONY_WELCOME
   👩🏻‍💻: -  Welcome to Kia of Alhambra Service Department. This is Allio, your digital assistant. I can book appointments or get you the help you need. How can I assist you today?How can I assist you today? 
👱‍♀️: - Cell.
   👩🏻‍💻: - No matched intent
👱‍♀️: - Other cell Department.
   👩🏻‍💻: - Please say your message and we will try to assist you.
👱‍♀️: - 
   👩🏻‍💻: - No matched intent
👱‍♀️: - Please enter the casa amarilla, followed by the pound.
   👩🏻‍💻: - Great. Please say your first name then spell it
👱‍♀️: - We're sorry, the number you entered is either invalid or we did not receive your response. Please enter the call summary followed by the pound key.
   👩🏻‍💻: - Please say your last name then spell ","
👱‍♀️: - We're sorry, the number you entered is either invalid or we did not receive your response. Please enter the call summary followed by the pound key.
   👩🏻‍💻: -    Great. I have notified our agents, and they will follow up with you shortly. Good bye.   ",Cell. ‍,Operator
